Category,Price,Rating,Stock,Discount,Final_Price,Price_Category,Rating_Label
Home & Garden,2885.0,3.29,In Stock,4.0,2769.6,Mid-Range,Good
Home & Garden,1871.0,2.7,Out of Stock,27.0,1365.83,Budget,Average
Sports,9802.0,3.24,In Stock,36.0,6273.28,Luxury,Good
Home & Garden,9101.0,3.05,Out of Stock,1.0,9009.99,Luxury,Good
Home & Garden,8077.0,3.11,Out of Stock,20.0,6461.6,Luxury,Good
Home & Garden,878.0,3.05,In Stock,10.0,790.2,Budget,Good
Home & Garden,4470.0,3.05,In Stock,49.0,2279.7,Mid-Range,Good
Home & Garden,9895.0,3.59,In Stock,5.0,9400.25,Luxury,Good
Home & Garden,1400.0,4.13,In Stock,24.0,1064.0,Budget,Excellent
Electronics,244.0,2.26,In Stock,4.0,234.24,Budget,Average
Home & Garden,7247.0,3.05,Out of Stock,16.0,6087.48,Premium,Good
Home & Garden,860.0,4.76,In Stock,18.0,705.2,Budget,Excellent
Home & Garden,9078.0,3.2,In Stock,30.0,6354.6,Luxury,Good
Electronics,9997.0,3.03,In Stock,27.0,7297.81,Luxury,Good
Home & Garden,9958.0,4.16,In Stock,1.0,9858.42,Luxury,Excellent
Home & Garden,3894.0,3.05,In Stock,15.0,3309.9,Mid-Range,Good
Sports,5901.0,3.33,In Stock,31.0,4071.69,Premium,Good
Home & Garden,1746.0,3.05,In Stock,34.0,1152.36,Budget,Good
Home & Garden,7019.0,2.3,In Stock,41.0,4141.21,Premium,Average
Home & Garden,4316.0,3.05,Out of Stock,11.0,3841.24,Mid-Range,Good
Clothing,3019.0,3.43,In Stock,44.0,1690.64,Mid-Range,Good
Home & Garden,1898.0,1.06,Out of Stock,0.0,1898.0,Budget,Poor
Sports,4042.0,2.93,Out of Stock,35.0,2627.3,Mid-Range,Average
Clothing,5499.0,1.38,In Stock,35.0,3574.35,Premium,Poor
Home & Garden,3807.0,2.79,Out of Stock,15.0,3235.95,Mid-Range,Average
Home & Garden,1871.0,3.36,In Stock,43.0,1066.47,Budget,Good
Sports,5843.0,3.24,Out of Stock,24.0,4440.68,Premium,Good
Home & Garden,2462.0,2.14,Out of Stock,24.0,1871.12,Budget,Average
Home & Garden,5671.0,3.05,Out of Stock,35.0,3686.15,Premium,Good
Home & Garden,2163.0,3.05,In Stock,2.0,2119.74,Budget,Good
Clothing,141.0,2.04,In Stock,15.0,119.85,Budget,Average
Home & Garden,5263.0,3.05,In Stock,10.0,4736.7,Premium,Good
Home & Garden,3097.0,3.05,Out of Stock,28.0,2229.84,Mid-Range,Good
Home & Garden,6903.0,3.05,Out of Stock,12.0,6074.64,Premium,Good
Home & Garden,8516.0,3.54,In Stock,11.0,7579.24,Luxury,Good
Home & Garden,4207.0,1.32,Out of Stock,3.0,4080.79,Mid-Range,Poor
Home & Garden,9598.0,3.7,In Stock,7.0,8926.14,Luxury,Good
Home & Garden,9792.0,1.74,Out of Stock,26.0,7246.08,Luxury,Poor
Home & Garden,2463.0,2.95,In Stock,45.0,1354.65,Budget,Average
Clothing,6103.0,1.62,Out of Stock,45.0,3356.65,Premium,Poor
Home & Garden,4967.0,2.47,In Stock,41.0,2930.53,Mid-Range,Average
Home & Garden,8872.0,2.33,In Stock,13.0,7718.64,Luxury,Average
Home & Garden,9765.0,3.05,In Stock,19.0,7909.65,Luxury,Good
Home & Garden,9650.0,3.05,In Stock,24.0,7334.0,Luxury,Good
Home & Garden,1493.0,3.05,Out of Stock,36.0,955.52,Budget,Good
Home & Garden,1462.0,3.05,In Stock,0.0,1462.0,Budget,Good
Home & Garden,2642.0,3.05,In Stock,23.0,2034.34,Mid-Range,Good
Home & Garden,7573.0,4.49,Out of Stock,22.0,5906.94,Luxury,Excellent
Home & Garden,3785.0,1.38,In Stock,2.0,3709.3,Mid-Range,Poor
Home & Garden,7431.0,2.22,Out of Stock,10.0,6687.9,Premium,Average
Electronics,3885.0,3.03,In Stock,1.0,3846.15,Mid-Range,Good
Home & Garden,4962.0,3.05,Out of Stock,4.0,4763.52,Mid-Range,Good
Home & Garden,2054.0,4.02,In Stock,2.0,2012.92,Budget,Excellent
Home & Garden,2294.0,3.05,In Stock,1.0,2271.06,Budget,Good
Home & Garden,5652.0,3.05,Out of Stock,4.0,5425.92,Premium,Good
Home & Garden,4468.0,3.05,In Stock,40.0,2680.8,Mid-Range,Good
Electronics,4861.0,2.39,In Stock,14.0,4180.46,Mid-Range,Average
Home & Garden,8509.0,3.05,In Stock,32.0,5786.12,Luxury,Good
Home & Garden,4962.0,1.61,In Stock,14.0,4267.32,Mid-Range,Poor
Home & Garden,213.0,1.31,In Stock,30.0,149.1,Budget,Poor
Sports,6302.0,3.24,Out of Stock,40.0,3781.2,Premium,Good
Home & Garden,4599.0,2.71,In Stock,16.0,3863.16,Mid-Range,Average
Home & Garden,1054.0,3.05,In Stock,17.0,874.82,Budget,Good
Clothing,6431.0,3.25,In Stock,4.0,6173.76,Premium,Good
Home & Garden,6437.0,2.02,In Stock,33.0,4312.79,Premium,Average
Home & Garden,8137.0,3.05,Out of Stock,1.0,8055.63,Luxury,Good
Home & Garden,2935.0,3.05,In Stock,10.0,2641.5,Mid-Range,Good
Home & Garden,5273.0,2.41,In Stock,10.0,4745.7,Premium,Average
Home & Garden,4077.0,3.05,Out of Stock,16.0,3424.68,Mid-Range,Good
Home & Garden,3385.0,3.05,In Stock,31.0,2335.65,Mid-Range,Good
Home & Garden,6143.0,3.05,In Stock,11.0,5467.27,Premium,Good
Home & Garden,4185.0,3.05,In Stock,13.0,3640.95,Mid-Range,Good
Home & Garden,4962.0,3.12,Out of Stock,46.0,2679.48,Mid-Range,Good
Home & Garden,2341.0,3.05,In Stock,19.0,1896.21,Budget,Good
Sports,3945.0,1.87,In Stock,36.0,2524.8,Mid-Range,Poor
Home & Garden,2806.0,3.09,Out of Stock,28.0,2020.32,Mid-Range,Good
Sports,6057.0,4.7,In Stock,48.0,3149.64,Premium,Excellent
Home & Garden,9011.0,3.05,In Stock,24.0,6848.36,Luxury,Good
Home & Garden,3978.0,2.41,In Stock,32.0,2705.04,Mid-Range,Average
Home & Garden,1707.0,3.05,In Stock,24.0,1297.32,Budget,Good
Home & Garden,855.0,3.05,Out of Stock,7.0,795.15,Budget,Good
Home & Garden,1279.0,4.97,Out of Stock,36.0,818.56,Budget,Excellent
Home & Garden,8705.0,4.9,In Stock,23.0,6702.85,Luxury,Excellent
Home & Garden,7317.0,1.16,In Stock,0.0,7317.0,Premium,Poor
Home & Garden,9972.0,3.05,Out of Stock,15.0,8476.2,Luxury,Good
Home & Garden,4194.0,3.05,Out of Stock,36.0,2684.16,Mid-Range,Good
Home & Garden,1152.0,3.05,Out of Stock,24.0,875.52,Budget,Good
Home & Garden,1155.0,3.05,In Stock,38.0,716.1,Budget,Good
Home & Garden,7400.0,2.79,In Stock,18.0,6068.0,Premium,Average
Clothing,1241.0,3.73,In Stock,9.0,1129.31,Budget,Good
Home & Garden,4774.0,2.31,Out of Stock,14.0,4105.64,Mid-Range,Average
Home & Garden,9789.0,3.98,In Stock,14.0,8418.54,Luxury,Good
Clothing,6906.0,3.25,Out of Stock,41.0,4074.54,Premium,Good
Home & Garden,5383.0,3.09,In Stock,27.0,3929.59,Premium,Good
Home & Garden,7721.0,4.97,Out of Stock,34.0,5095.86,Luxury,Excellent
Home & Garden,4962.0,1.3,Out of Stock,7.0,4614.66,Mid-Range,Poor
Home & Garden,4789.0,3.05,Out of Stock,0.0,4789.0,Mid-Range,Good
Sports,5031.0,3.24,In Stock,40.0,3018.6,Premium,Good
Home & Garden,3855.0,3.05,Out of Stock,46.0,2081.7,Mid-Range,Good
Clothing,1697.0,3.25,In Stock,4.0,1629.12,Budget,Good
Home & Garden,3227.0,3.05,Out of Stock,42.0,1871.66,Mid-Range,Good
Electronics,8483.0,3.03,In Stock,26.0,6277.42,Luxury,Good
Home & Garden,687.0,1.79,In Stock,25.0,515.25,Budget,Poor
Home & Garden,8073.0,3.05,Out of Stock,4.0,7750.08,Luxury,Good
Electronics,7280.0,2.15,Out of Stock,23.0,5605.6,Premium,Average
Home & Garden,1124.0,1.3,In Stock,29.0,798.04,Budget,Poor
Home & Garden,4419.0,3.05,In Stock,13.0,3844.53,Mid-Range,Good
Home & Garden,8891.0,3.05,In Stock,37.0,5601.33,Luxury,Good
Clothing,247.0,3.75,In Stock,10.0,222.3,Budget,Good
Home & Garden,9324.0,3.03,Out of Stock,37.0,5874.12,Luxury,Good
Home & Garden,4905.0,1.5,In Stock,7.0,4561.65,Mid-Range,Poor
Home & Garden,7605.0,3.05,Out of Stock,4.0,7300.8,Luxury,Good
Sports,1237.0,1.28,In Stock,44.0,692.72,Budget,Poor
Sports,4000.0,4.49,In Stock,26.0,2960.0,Mid-Range,Excellent
Sports,5788.0,3.94,In Stock,37.0,3646.44,Premium,Good
Clothing,7356.0,1.82,In Stock,11.0,6546.84,Premium,Poor
Home & Garden,1061.0,4.2,Out of Stock,8.0,976.12,Budget,Excellent
Home & Garden,2302.0,3.05,In Stock,8.0,2117.84,Budget,Good
Home & Garden,5634.0,3.05,Out of Stock,46.0,3042.36,Premium,Good
Home & Garden,7297.0,3.05,In Stock,4.0,7005.12,Premium,Good
Home & Garden,5207.0,4.6,Out of Stock,3.0,5050.79,Premium,Excellent
Home & Garden,561.0,1.22,In Stock,24.0,426.36,Budget,Poor
Home & Garden,922.0,3.05,Out of Stock,24.0,700.72,Budget,Good
Home & Garden,6349.0,3.73,Out of Stock,24.0,4825.24,Premium,Good
Sports,7719.0,1.96,In Stock,39.0,4708.59,Luxury,Poor
Home & Garden,186.0,4.19,In Stock,24.0,141.36,Budget,Excellent
Home & Garden,2971.0,1.66,In Stock,10.0,2673.9,Mid-Range,Poor
Home & Garden,4495.0,3.05,In Stock,4.0,4315.2,Mid-Range,Good
Home & Garden,5672.0,3.15,In Stock,27.0,4140.56,Premium,Good
Home & Garden,7487.0,3.05,In Stock,21.0,5914.73,Premium,Good
Sports,8989.0,3.24,In Stock,6.0,8449.66,Luxury,Good
Home & Garden,483.0,4.95,In Stock,32.0,328.44,Budget,Excellent
Home & Garden,6710.0,1.79,Out of Stock,27.0,4898.3,Premium,Poor
Home & Garden,1685.0,3.05,In Stock,6.0,1583.9,Budget,Good
Home & Garden,6014.0,3.05,Out of Stock,14.0,5172.04,Premium,Good
Electronics,5261.0,4.33,Out of Stock,12.0,4629.68,Premium,Excellent
Home & Garden,3481.0,3.04,In Stock,26.0,2575.94,Mid-Range,Good
Clothing,6090.0,3.25,In Stock,21.0,4811.1,Premium,Good
Home & Garden,9574.0,3.05,In Stock,45.0,5265.7,Luxury,Good
Home & Garden,9464.0,1.98,Out of Stock,40.0,5678.4,Luxury,Poor
Home & Garden,3074.0,1.06,In Stock,34.0,2028.84,Mid-Range,Poor
Home & Garden,5674.0,1.13,In Stock,49.0,2893.74,Premium,Poor
Home & Garden,2271.0,1.6,Out of Stock,20.0,1816.8,Budget,Poor
Home & Garden,347.0,3.05,In Stock,41.0,204.73,Budget,Good
Home & Garden,4847.0,2.72,In Stock,3.0,4701.59,Mid-Range,Average
Home & Garden,329.0,4.55,In Stock,48.0,171.08,Budget,Excellent
Electronics,7150.0,2.98,In Stock,12.0,6292.0,Premium,Average
Home & Garden,8468.0,3.05,In Stock,24.0,6435.68,Luxury,Good
Home & Garden,9742.0,4.37,Out of Stock,20.0,7793.6,Luxury,Excellent
Clothing,2659.0,4.69,In Stock,32.0,1808.12,Mid-Range,Excellent
Home & Garden,2396.0,2.57,In Stock,0.0,2396.0,Budget,Average
Home & Garden,528.0,3.05,In Stock,17.0,438.24,Budget,Good
Home & Garden,1827.0,3.05,Out of Stock,37.0,1151.01,Budget,Good
Electronics,4385.0,2.9,In Stock,2.0,4297.3,Mid-Range,Average
Home & Garden,6576.0,3.05,In Stock,23.0,5063.52,Premium,Good
Home & Garden,2821.0,1.62,In Stock,14.0,2426.06,Mid-Range,Poor
Home & Garden,4962.0,3.05,In Stock,32.0,3374.16,Mid-Range,Good
Home & Garden,6812.0,3.05,In Stock,26.0,5040.88,Premium,Good
Electronics,8754.0,3.03,In Stock,7.0,8141.22,Luxury,Good
Home & Garden,5077.0,3.05,In Stock,10.0,4569.3,Premium,Good
Home & Garden,4175.0,3.05,In Stock,8.0,3841.0,Mid-Range,Good
Home & Garden,8341.0,1.03,In Stock,15.0,7089.85,Luxury,Poor
Home & Garden,6138.0,3.05,In Stock,18.0,5033.16,Premium,Good
Home & Garden,1973.0,3.05,In Stock,6.0,1854.62,Budget,Good
Home & Garden,7355.0,2.45,Out of Stock,5.0,6987.25,Premium,Average
Clothing,906.0,2.25,Out of Stock,25.0,679.5,Budget,Average
Sports,8779.0,3.24,In Stock,26.0,6496.46,Luxury,Good
Home & Garden,124.0,3.05,In Stock,19.0,100.44,Budget,Good
Home & Garden,5408.0,3.77,Out of Stock,19.0,4380.48,Premium,Good
Home & Garden,4501.0,2.3,In Stock,24.0,3420.76,Mid-Range,Average
Sports,7053.0,4.35,In Stock,31.0,4866.57,Premium,Excellent
Home & Garden,3751.0,4.82,In Stock,24.0,2850.76,Mid-Range,Excellent
Home & Garden,9833.0,3.05,In Stock,26.0,7276.42,Luxury,Good
Electronics,8339.0,3.56,In Stock,22.0,6504.42,Luxury,Good
Home & Garden,1884.0,3.05,In Stock,38.0,1168.08,Budget,Good
Sports,6107.0,3.24,In Stock,24.0,4641.32,Premium,Good
Home & Garden,1258.0,4.52,Out of Stock,37.0,792.54,Budget,Excellent
Home & Garden,5039.0,4.02,In Stock,28.0,3628.08,Premium,Excellent
Home & Garden,3074.0,3.59,Out of Stock,24.0,2336.24,Mid-Range,Good
Electronics,3020.0,3.39,In Stock,28.0,2174.4,Mid-Range,Good
Home & Garden,2271.0,4.48,In Stock,13.0,1975.77,Budget,Excellent
Electronics,640.0,3.03,In Stock,26.0,473.6,Budget,Good
Home & Garden,1521.0,3.05,In Stock,42.0,882.18,Budget,Good
Home & Garden,6878.0,2.76,In Stock,19.0,5571.18,Premium,Average
Sports,2674.0,3.24,In Stock,26.0,1978.76,Mid-Range,Good
Home & Garden,924.0,3.05,In Stock,49.0,471.24,Budget,Good
Home & Garden,8067.0,3.48,In Stock,20.0,6453.6,Luxury,Good
Home & Garden,4962.0,3.05,In Stock,12.0,4366.56,Mid-Range,Good
Home & Garden,6491.0,3.65,Out of Stock,18.0,5322.62,Premium,Good
Sports,5957.0,3.24,In Stock,35.0,3872.05,Premium,Good
Home & Garden,4962.0,3.22,Out of Stock,40.0,2977.2,Mid-Range,Good
Home & Garden,4393.0,3.05,Out of Stock,48.0,2284.36,Mid-Range,Good
Sports,263.0,3.24,Out of Stock,19.0,213.03,Budget,Good
Home & Garden,6311.0,4.31,In Stock,2.0,6184.78,Premium,Excellent
Home & Garden,873.0,3.05,Out of Stock,24.0,663.48,Budget,Good
Sports,5053.0,3.24,Out of Stock,5.0,4800.35,Premium,Good
Home & Garden,1641.0,3.05,Out of Stock,41.0,968.19,Budget,Good
Home & Garden,1140.0,3.05,In Stock,43.0,649.8,Budget,Good
Home & Garden,1689.0,3.05,In Stock,28.0,1216.08,Budget,Good
Electronics,5690.0,2.53,In Stock,42.0,3300.2,Premium,Average
Home & Garden,9250.0,2.07,In Stock,2.0,9065.0,Luxury,Average
Sports,6666.0,3.16,In Stock,36.0,4266.24,Premium,Good
Home & Garden,2146.0,1.49,In Stock,27.0,1566.58,Budget,Poor
Home & Garden,9210.0,1.84,In Stock,7.0,8565.3,Luxury,Poor
Home & Garden,4103.0,2.1,In Stock,14.0,3528.58,Mid-Range,Average
Home & Garden,3301.0,3.05,Out of Stock,3.0,3201.97,Mid-Range,Good
Electronics,5398.0,2.94,In Stock,31.0,3724.62,Premium,Average
Home & Garden,7066.0,3.05,In Stock,21.0,5582.14,Premium,Good
Home & Garden,2048.0,4.12,In Stock,24.0,1556.48,Budget,Excellent
Sports,446.0,2.81,Out of Stock,17.0,370.18,Budget,Average
Clothing,8127.0,3.25,Out of Stock,26.0,6013.98,Luxury,Good
Home & Garden,3012.0,1.04,In Stock,12.0,2650.56,Mid-Range,Poor
Home & Garden,5693.0,3.05,In Stock,17.0,4725.19,Premium,Good
Electronics,9456.0,1.23,In Stock,40.0,5673.6,Luxury,Poor
Electronics,1832.0,3.03,In Stock,26.0,1355.68,Budget,Good
Home & Garden,7640.0,1.04,Out of Stock,34.0,5042.4,Luxury,Poor
Home & Garden,9980.0,3.05,Out of Stock,1.0,9880.2,Luxury,Good
Home & Garden,7511.0,3.05,Out of Stock,33.0,5032.37,Luxury,Good
Home & Garden,1025.0,3.05,In Stock,5.0,973.75,Budget,Good
Home & Garden,5867.0,4.13,In Stock,18.0,4810.94,Premium,Excellent
Home & Garden,1907.0,3.05,In Stock,16.0,1601.88,Budget,Good
Home & Garden,2886.0,2.35,In Stock,7.0,2683.98,Mid-Range,Average
Home & Garden,3733.0,3.2,Out of Stock,22.0,2911.74,Mid-Range,Good
Sports,7288.0,3.24,In Stock,8.0,6704.96,Premium,Good
Sports,9390.0,1.74,Out of Stock,4.0,9014.4,Luxury,Poor
Home & Garden,9037.0,3.05,Out of Stock,24.0,6868.12,Luxury,Good
Home & Garden,102.0,4.47,Out of Stock,19.0,82.62,Budget,Excellent
Electronics,580.0,3.03,In Stock,17.0,481.4,Budget,Good
Home & Garden,1870.0,1.05,In Stock,15.0,1589.5,Budget,Poor
Home & Garden,9076.0,2.5,In Stock,34.0,5990.16,Luxury,Average
Home & Garden,7248.0,3.58,In Stock,34.0,4783.68,Premium,Good
Home & Garden,4394.0,2.61,In Stock,31.0,3031.86,Mid-Range,Average
Home & Garden,5408.0,2.38,In Stock,4.0,5191.68,Premium,Average
Home & Garden,1642.0,3.05,In Stock,13.0,1428.54,Budget,Good
Home & Garden,5458.0,2.1,Out of Stock,24.0,4148.08,Premium,Average
Home & Garden,6387.0,4.99,In Stock,24.0,4854.12,Premium,Excellent
Home & Garden,9702.0,2.45,In Stock,48.0,5045.04,Luxury,Average
Home & Garden,5335.0,2.54,Out of Stock,25.0,4001.25,Premium,Average
Home & Garden,7985.0,3.05,Out of Stock,1.0,7905.15,Luxury,Good
Home & Garden,9788.0,1.12,In Stock,40.0,5872.8,Luxury,Poor
Home & Garden,1362.0,3.05,In Stock,15.0,1157.7,Budget,Good
Home & Garden,3225.0,3.05,In Stock,24.0,2451.0,Mid-Range,Good
Sports,9180.0,3.86,In Stock,23.0,7068.6,Luxury,Good
Home & Garden,7287.0,3.05,In Stock,27.0,5319.51,Premium,Good
Home & Garden,3687.0,2.93,Out of Stock,11.0,3281.43,Mid-Range,Average
Home & Garden,2087.0,2.65,In Stock,37.0,1314.81,Budget,Average
Home & Garden,4962.0,4.8,In Stock,43.0,2828.34,Mid-Range,Excellent
Home & Garden,4756.0,1.62,In Stock,24.0,3614.56,Mid-Range,Poor
Sports,6464.0,2.86,In Stock,26.0,4783.36,Premium,Average
Sports,1947.0,3.24,In Stock,42.0,1129.26,Budget,Good
Electronics,7681.0,2.87,In Stock,33.0,5146.27,Luxury,Average
Clothing,8761.0,3.25,In Stock,9.0,7972.51,Luxury,Good
Electronics,5528.0,3.03,In Stock,35.0,3593.2,Premium,Good
Home & Garden,2191.0,2.41,In Stock,37.0,1380.33,Budget,Average
Home & Garden,5661.0,3.05,Out of Stock,3.0,5491.17,Premium,Good
Home & Garden,880.0,4.88,In Stock,24.0,668.8,Budget,Excellent
Clothing,855.0,2.82,In Stock,24.5,645.52,Budget,Average
Home & Garden,2420.0,3.05,In Stock,25.0,1815.0,Budget,Good
Home & Garden,2291.0,4.94,In Stock,1.0,2268.09,Budget,Excellent
Home & Garden,7224.0,4.03,Out of Stock,41.0,4262.16,Premium,Excellent
Electronics,4878.0,3.03,Out of Stock,3.0,4731.66,Mid-Range,Good
Sports,1136.0,3.24,In Stock,47.0,602.08,Budget,Good
Home & Garden,4962.0,3.5,In Stock,14.0,4267.32,Mid-Range,Good
Home & Garden,7435.0,3.05,In Stock,7.0,6914.55,Premium,Good
Home & Garden,7807.0,4.79,In Stock,46.0,4215.78,Luxury,Excellent
Home & Garden,8874.0,2.09,Out of Stock,48.0,4614.48,Luxury,Average
Home & Garden,6348.0,3.05,In Stock,40.0,3808.8,Premium,Good
Home & Garden,2585.0,3.05,In Stock,40.0,1551.0,Mid-Range,Good
Home & Garden,8681.0,2.59,Out of Stock,28.0,6250.32,Luxury,Average
Home & Garden,6359.0,3.1,In Stock,17.0,5277.97,Premium,Good
Home & Garden,8410.0,3.96,In Stock,7.0,7821.3,Luxury,Good
Home & Garden,8964.0,2.85,Out of Stock,24.0,6812.64,Luxury,Average
Home & Garden,4962.0,3.05,Out of Stock,25.0,3721.5,Mid-Range,Good
Home & Garden,1888.0,3.05,In Stock,37.0,1189.44,Budget,Good
Home & Garden,6110.0,3.05,Out of Stock,43.0,3482.7,Premium,Good
Home & Garden,3526.0,3.05,In Stock,8.0,3243.92,Mid-Range,Good
Home & Garden,7199.0,2.53,In Stock,42.0,4175.42,Premium,Average
Home & Garden,9439.0,3.05,In Stock,32.0,6418.52,Luxury,Good
Home & Garden,5097.0,1.99,In Stock,41.0,3007.23,Premium,Poor
Home & Garden,8031.0,4.03,In Stock,48.0,4176.12,Luxury,Excellent
Home & Garden,2205.0,1.26,In Stock,24.0,1675.8,Budget,Poor
Home & Garden,3240.0,2.87,In Stock,8.0,2980.8,Mid-Range,Average
Clothing,3263.0,3.25,Out of Stock,30.0,2284.1,Mid-Range,Good
Home & Garden,1322.0,1.59,In Stock,24.0,1004.72,Budget,Poor
Home & Garden,3261.0,3.05,In Stock,36.0,2087.04,Mid-Range,Good
Home & Garden,9392.0,3.05,In Stock,7.0,8734.56,Luxury,Good
Home & Garden,3833.0,3.86,In Stock,48.0,1993.16,Mid-Range,Good
Home & Garden,4962.0,3.71,In Stock,37.0,3126.06,Mid-Range,Good
Home & Garden,1962.0,1.88,In Stock,24.0,1491.12,Budget,Poor
Home & Garden,2266.0,2.53,In Stock,6.0,2130.04,Budget,Average
Home & Garden,8889.0,3.37,In Stock,7.0,8266.77,Luxury,Good
Home & Garden,270.0,4.59,In Stock,16.0,226.8,Budget,Excellent
Home & Garden,3231.0,4.7,In Stock,44.0,1809.36,Mid-Range,Excellent
Sports,981.0,2.0,In Stock,18.0,804.42,Budget,Poor
Home & Garden,8654.0,3.05,In Stock,45.0,4759.7,Luxury,Good
Home & Garden,1253.0,3.05,In Stock,20.0,1002.4,Budget,Good
Home & Garden,824.0,1.07,In Stock,4.0,791.04,Budget,Poor
Home & Garden,3638.0,2.15,In Stock,14.0,3128.68,Mid-Range,Average
Home & Garden,740.0,3.05,In Stock,49.0,377.4,Budget,Good
Sports,3768.0,1.26,In Stock,40.0,2260.8,Mid-Range,Poor
Home & Garden,9185.0,3.05,Out of Stock,9.0,8358.35,Luxury,Good
Home & Garden,6373.0,4.61,Out of Stock,26.0,4716.02,Premium,Excellent
Home & Garden,2408.0,3.05,Out of Stock,48.0,1252.16,Budget,Good
Electronics,6998.0,4.86,In Stock,16.0,5878.32,Premium,Excellent
Home & Garden,2074.0,3.32,Out of Stock,27.0,1514.02,Budget,Good
Home & Garden,7533.0,3.05,In Stock,24.0,5725.08,Luxury,Good
Home & Garden,206.0,3.05,Out of Stock,24.0,156.56,Budget,Good
Electronics,4726.0,4.11,Out of Stock,44.0,2646.56,Mid-Range,Excellent
Home & Garden,5783.0,4.59,In Stock,17.0,4799.89,Premium,Excellent
Home & Garden,1560.0,3.93,Out of Stock,31.0,1076.4,Budget,Good
Electronics,9918.0,1.12,In Stock,40.0,5950.8,Luxury,Poor
Home & Garden,2030.0,3.76,In Stock,16.0,1705.2,Budget,Good
Sports,3745.0,3.24,In Stock,26.0,2771.3,Mid-Range,Good
Home & Garden,4900.0,3.05,In Stock,4.0,4704.0,Mid-Range,Good
Home & Garden,5737.0,3.05,In Stock,41.0,3384.83,Premium,Good
Home & Garden,7045.0,3.05,Out of Stock,30.0,4931.5,Premium,Good
Electronics,2748.0,2.18,In Stock,22.0,2143.44,Mid-Range,Average
Home & Garden,4714.0,4.45,In Stock,33.0,3158.38,Mid-Range,Excellent
Clothing,2013.0,3.25,Out of Stock,24.5,1519.82,Budget,Good
Home & Garden,1394.0,3.05,In Stock,31.0,961.86,Budget,Good
Home & Garden,7465.0,3.05,Out of Stock,33.0,5001.55,Premium,Good
Home & Garden,7701.0,3.05,In Stock,41.0,4543.59,Luxury,Good
Home & Garden,4894.0,2.51,Out of Stock,33.0,3278.98,Mid-Range,Average
Electronics,4843.0,3.03,Out of Stock,9.0,4407.13,Mid-Range,Good
Home & Garden,8736.0,3.05,Out of Stock,13.0,7600.32,Luxury,Good
Clothing,9120.0,1.51,In Stock,39.0,5563.2,Luxury,Poor
Home & Garden,2427.0,3.05,Out of Stock,39.0,1480.47,Budget,Good
Home & Garden,4535.0,3.73,In Stock,20.0,3628.0,Mid-Range,Good
Home & Garden,2330.0,3.59,Out of Stock,19.0,1887.3,Budget,Good
Home & Garden,1218.0,1.38,In Stock,14.0,1047.48,Budget,Poor
Home & Garden,7142.0,4.81,In Stock,2.0,6999.16,Premium,Excellent
Electronics,9622.0,3.03,In Stock,28.0,6927.84,Luxury,Good
Home & Garden,9258.0,1.59,In Stock,45.0,5091.9,Luxury,Poor
Electronics,5072.0,1.31,In Stock,15.0,4311.2,Premium,Poor
Home & Garden,3168.0,3.05,In Stock,5.0,3009.6,Mid-Range,Good
Electronics,6649.0,3.03,Out of Stock,9.0,6050.59,Premium,Good
Electronics,7425.0,3.93,Out of Stock,24.0,5643.0,Premium,Good
Home & Garden,8623.0,3.27,In Stock,30.0,6036.1,Luxury,Good
Sports,4867.0,3.24,In Stock,5.0,4623.65,Mid-Range,Good
Home & Garden,3405.0,3.22,In Stock,40.0,2043.0,Mid-Range,Good
Home & Garden,4240.0,3.05,In Stock,48.0,2204.8,Mid-Range,Good
Home & Garden,341.0,2.75,In Stock,21.0,269.39,Budget,Average
Home & Garden,4403.0,3.05,In Stock,49.0,2245.53,Mid-Range,Good
Home & Garden,9457.0,1.12,Out of Stock,24.0,7187.32,Luxury,Poor
Home & Garden,5292.0,3.56,Out of Stock,25.0,3969.0,Premium,Good
Home & Garden,4072.0,4.61,In Stock,11.0,3624.08,Mid-Range,Excellent
Sports,4191.0,3.24,In Stock,43.0,2388.87,Mid-Range,Good
Home & Garden,3027.0,3.05,Out of Stock,0.0,3027.0,Mid-Range,Good
Home & Garden,2249.0,3.05,In Stock,49.0,1146.99,Budget,Good
Home & Garden,8792.0,3.05,In Stock,18.0,7209.44,Luxury,Good
Home & Garden,4287.0,2.6,Out of Stock,44.0,2400.72,Mid-Range,Average
Home & Garden,3523.0,2.5,Out of Stock,32.0,2395.64,Mid-Range,Average
Sports,979.0,3.24,In Stock,27.0,714.67,Budget,Good
Home & Garden,4962.0,4.46,In Stock,45.0,2729.1,Mid-Range,Excellent
Home & Garden,614.0,3.41,In Stock,28.0,442.08,Budget,Good
Sports,2424.0,3.04,Out of Stock,32.0,1648.32,Budget,Good
Electronics,5817.0,3.16,In Stock,24.0,4420.92,Premium,Good
Home & Garden,9563.0,1.1,Out of Stock,9.0,8702.33,Luxury,Poor
Sports,6712.0,3.24,In Stock,36.0,4295.68,Premium,Good
Home & Garden,2864.0,1.37,In Stock,46.0,1546.56,Mid-Range,Poor
Home & Garden,5196.0,3.53,Out of Stock,35.0,3377.4,Premium,Good
Electronics,8066.0,2.09,Out of Stock,21.0,6372.14,Luxury,Average
Sports,3106.0,4.49,In Stock,34.0,2049.96,Mid-Range,Excellent
Sports,7814.0,4.75,In Stock,23.0,6016.78,Luxury,Excellent
Home & Garden,4678.0,3.52,In Stock,42.0,2713.24,Mid-Range,Good
